,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,IDENTIFIER,
1089,00-01-6999-46,01-316,CIUDAD_CAPITAL,ZONA 1,CENTRO_CULTURAL_DE_LAS_AMERICAS_NO_3,2A. AV. 12-23,22384217,CARLOS HUMBERTO GONZALEZ DE LEON,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA NORTE,CENTRO_CULTURAL_DE_LAS_AMERICAS_NO_3 | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | CIUDAD_CAPITAL,
866,00-01-0281-46,01-316,CIUDAD_CAPITAL,ZONA 1,CENTRO_CULTURAL_DE_LAS_AMERICAS_NO_3,2A. AVENIDA 12-23,22321894,CARLOS HUMBERTO GONZALEZ DE LEON,BRENDA PAOLA GONZALEZ RECINOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,GUATEMALA NORTE,CENTRO_CULTURAL_DE_LAS_AMERICAS_NO_3 | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | CIUDAD_CAPITAL,
889,00-01-0343-46,01-403,CIUDAD_CAPITAL,ZONA 1,CENTRO_CULTURAL_DE_LAS_AMERICAS_NO_3,2A. AVENIDA 12-23,22325526,CARLOS HUMBERTO GONZALEZ DE LEON,HUGO VALDEMAR RIVAS MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA NORTE,CENTRO_CULTURAL_DE_LAS_AMERICAS_NO_3 | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | CIUDAD_CAPITAL,
3783,01-17-8771-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,CENTRO_CULTURAL_SAGRADA_FAMILIA_NO_1,LOTE 4 MANZANA A SECTOR 2 VILLAHERMOSA II,24484100,ALFREDO NOHELI TEMAJ MORALES,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA SUR,CENTRO_CULTURAL_SAGRADA_FAMILIA_NO_1 | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | GUATEMALA,
"3731,01-17-0124-46,01-408,GUATEMALA,SAN MIGUEL PETAPA,CENTRO_CULTURAL_SAGRADA_FAMILIA_NO_2,""LOTE 64, 65 Y 66, MANZANA A, SECTOR 10, PRADOS DE VILLA HERMOSA, ZONA 7"",24646082,MANUEL MARIA CANO CASTRO,ALMA MARIA ALONZO RIVERA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA SUR,CENTRO_CULTURAL_SAGRADA_FAMILIA_NO_2 | CERRADA_TEMPORALMENTE | FIN_DE_SEMANA | MONOLINGUE | DOBLE | GUATEMALA,",,,,,,,,,,,,,,,,,,,
"3718,01-17-0071-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,CENTRO_CULTURAL_SAGRADA_FAMILIA_NO2,""LOTE 64,65 Y 66 MANZANA A SECTOR 10 PRADOS DE VILLA HERMOSA"",24646082,ALFREDO NOHELI TEMAJ MORALES,ALMA MARIA ALONZO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,GUATEMALA SUR,CENTRO_CULTURAL_SAGRADA_FAMILIA_NO2 | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | GUATEMALA,",,,,,,,,,,,,,,,,,,,
2930,01-08-0548-46,01-609,GUATEMALA,MIXCO,CENTRO_DE_APRENDIZAJE_BILINGUE_NO_1,7A. CALLE 3-96 ZONA 8 BALCONES II SAN CRISTOBAL,25048292,SILVIA HORTENSIA GONZALEZ MARTINEZ,GRYSELDA AGLAE RAMIREZ BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIOREGULAR,GUATEMALA OCCIDENTE,CENTRO_DE_APRENDIZAJE_BILINGUE_NO_1 | ABIERTA | DIARIOREGULAR | MONOLINGUE | DOBLE | GUATEMALA,
"2892,01-08-0407-46,01-609,GUATEMALA,MIXCO,CENTRO_DE_APRENDIZAJE_BILINGUE_NO_1,""7A. CALLE 3-96 SECTOR II, COL. BALCONES CIUDAD SAN CRISTOBAL ZONA 8"",24783948,SILVIA HORTENSIA GONZALEZ MARTINEZ,GRYSELDA RAMIREZ BARRIENTOS DE IXCOPAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA OCCIDENTE,CENTRO_DE_APRENDIZAJE_BILINGUE_NO_1 | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | GUATEMALA,",,,,,,,,,,,,,,,,,,,
"1352,00-02-0044-46,01-301,CIUDAD_CAPITAL,ZONA 2,CENTRO_DE_APRENDIZAJE_INTEGRAL_EL_CEDAPRI_VESPERTINO,""13 AVENIDA 10-20, CIUDAD NUEVA"",22091616,ERICK ESTUARDO SANCHEZ ARCHILA,ELSA DELIA CONTRERAS NAJERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,GUATEMALA NORTE,CENTRO_DE_APRENDIZAJE_INTEGRAL_EL_CEDAPRI_VESPERTINO | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | CIUDAD_CAPITAL,",,,,,,,,,,,,,,,,,,,
1107,00-01-7184-46,01-317,CIUDAD_CAPITAL,ZONA 1,CENTRO_DE_APRENDIZAJE_INTEGRAL_EN_COMPUTACION_CAIC,11 AV. 12-13,22533621,MARIANO DOMINGO ESTRADA TELETOR,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA NORTE,CENTRO_DE_APRENDIZAJE_INTEGRAL_EN_COMPUTACION_CAIC | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | MATUTINA | CIUDAD_CAPITAL,
3173,01-10-0136-46,01-410,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO_DE_COMPUTACION_CEIPC,LOTE 19 MANZANA A LINDA VISTA I CIUDAD QUETZAL,52159572,CEDWIN EUGENIO CRUZ BUCARO,JOSE LUIS VEGA GUEVARA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA OCCIDENTE,CENTRO_DE_COMPUTACION_CEIPC | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | GUATEMALA,
,,,,,,,,,,,,,,,,,,,
1503,00-06-7767-46,NA,CIUDAD_CAPITAL,ZONA 6,CENTRO_DE_COMPUTACION_IMBPC_NO_2,11 AVENIDA 5-16 MARTINICO,22540051,NA,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA NORTE,CENTRO_DE_COMPUTACION_IMBPC_NO_2 | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | MATUTINA | CIUDAD_CAPITAL,
1509,00-06-8459-46,01-407,CIUDAD_CAPITAL,ZONA 6,CENTRO_DE_COMPUTACION_IMBPC_NO2,11 AVENIDA 5-16,22791315-16,CARLOS HUMBERTO GONZALEZ DE LEON,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA NORTE,CENTRO_DE_COMPUTACION_IMBPC_NO2 | CERRADA_TEMPORALMENTE | FIN_DE_SEMANA | MONOLINGUE | DOBLE | CIUDAD_CAPITAL,
"3095,01-08-8630-46,01-601,GUATEMALA,MIXCO,CENTRO_DE_DESARROLLO_EDUCATIVO_SAN_JOSE,""AVENIDA LA BRIGADA 5-33, COLONIA LA BRIGADA ZONA 7"",24329922,LUIS EDMUNDO LOPEZ ALFARO,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,GUATEMALA OCCIDENTE,CENTRO_DE_DESARROLLO_EDUCATIVO_SAN_JOSE | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | GUATEMALA,",,,,,,,,,,,,,,,,,,,
3085,01-08-8520-46,01-603,GUATEMALA,MIXCO,CENTRO_DE_DESARROLLO_EDUCATIVO_SAN_JOSE,7A. CALLE 4-09 JARDINES DE SAN JUAN ZONA 7 MIXCO,24329922,ROSA ALBELIA ARDON DE MOTTA,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA OCCIDENTE,CENTRO_DE_DESARROLLO_EDUCATIVO_SAN_JOSE | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | GUATEMALA,
,,,,,,,,,,,,,,,,,,,
7344,19-01-0942-46,19-019,ZACAPA,ZACAPA,CENTRO_DE_EDUCACION_A_DISTANCIA_ITZAMNA,5A. CALLE 11-20 ZONA 1,58765309,HUGO WILFREDO VARGAS CHACON,AÍDA CONSUELO CHACÓN MARÍN DE VELÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ZACAPA,CENTRO_DE_EDUCACION_A_DISTANCIA_ITZAMNA | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | ZACAPA,
,,,,,,,,,,,,,,,,,,,
999,00-01-0648-46,01-627,CIUDAD_CAPITAL,ZONA 1,CENTRO_DE_EDUCACION_CONTINUADA_PARA_ADOLESCENTES_CON_DISCAPACIDAD_AUDITIVA,2DA. AVENIDA 8-53,22534953,ISAURA AMPARO RECINOS CARRILLO,JANELVA ZUSELLY BARAHONA DOMINGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA NORTE,CENTRO_DE_EDUCACION_CONTINUADA_PARA_ADOLESCENTES_CON_DISCAPACIDAD_AUDITIVA | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | CIUDAD_CAPITAL,
1086,00-01-6990-46,01-627,CIUDAD_CAPITAL,ZONA 1,CENTRO_DE_EDUCACION_CONTINUADA_PARA_SORDOS_ADULTOS_DEL_COMITE_PROCIEGOS_Y_SORDOS_DE_GUATEMALA,2A. AVENIDA 8-53,22534953,ISAURA AMPARO RECINOS CARRILLO,JANELVA ZUSELLY BARAHONA DOMINGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA NORTE,CENTRO_DE_EDUCACION_CONTINUADA_PARA_SORDOS_ADULTOS_DEL_COMITE_PROCIEGOS_Y_SORDOS_DE_GUATEMALA | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | CIUDAD_CAPITAL,
1900,00-13-8402-46,01-501,CIUDAD_CAPITAL,ZONA 13,CENTRO_DE_EDUCACION_CREATIVA_TOSCANA,15 AVENIDA 19-52,23326867,JULIO JACOBO GIL URBINA,VIVIAN GERTRUDIS MEJÍA MARÍN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA ORIENTE,CENTRO_DE_EDUCACION_CREATIVA_TOSCANA | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | CIUDAD_CAPITAL,
2425,05-03-0019-46,05-023,ESCUINTLA,LA DEMOCRACIA,CENTRO_DE_EDUCACION_DE_ADULTOS_BUGANVILIA,FINCA BUGANVILIA,42106990,KARLA MARISOL MARTINEZ AVILA DE MELGAR,MAGDA MIREA SILVA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ESCUINTLA,CENTRO_DE_EDUCACION_DE_ADULTOS_BUGANVILIA | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | ESCUINTLA,
2421,05-03-0001-46,05-023,ESCUINTLA,LA DEMOCRACIA,CENTRO_DE_EDUCACION_DE_ADULTOS_BUGANVILIA,FINCA BUGANVILIA INGENIO MAGDALENA,42106990,KARLA MARISOL MARTINEZ AVILA DE MELGAR,MAGDA MIREA SILVA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA_TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DOMINICAL,ESCUINTLA,CENTRO_DE_EDUCACION_DE_ADULTOS_BUGANVILIA | CERRADA_TEMPORALMENTE | DOMINICAL | MONOLINGUE | INTERMEDIA | ESCUINTLA,
6443,12-11-0039-46,12-109,SAN_MARCOS,SAN RAFAEL PIE DE LA CUESTA,CENTRO_DE_EDUCACION_EXTRAESCOLAR,CABECERA MUNICIPAL,45997380,VIOLETA FLORIDALMA FUENTES QUIROA,JAQUELINE YANIRA DE LEÓN DE LEÓN DE SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIOREGULAR,SAN MARCOS,CENTRO_DE_EDUCACION_EXTRAESCOLAR | ABIERTA | DIARIOREGULAR | MONOLINGUE | DOBLE | SAN_MARCOS,
7376,19-05-0048-46,19-018,ZACAPA,TECULUTAN,CENTRO_DE_EDUCACION_EXTRAESCOLAR,CASERÍO LOS PUENTES,55152992,CARLOS EDUARDO ECHEVERRIA SOSA,SINTIA YULIANA ARRIAZA LÓPEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ZACAPA,CENTRO_DE_EDUCACION_EXTRAESCOLAR | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | ZACAPA,
1572,00-07-0164-46,01-639,CIUDAD_CAPITAL,ZONA 7,CENTRO_DE_EDUCACION_EXTRAESCOLAR_ASOCIACION_CAMINO_SEGURO,6A. AVENIDA 11-95 ZONA 7 COLONIA LANDIVAR,24404388,ANDREA VANESSA ALDANA VILLAGRAN DE CASTRO,LORENA LISSETTE CHINCHILLA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA OCCIDENTE,CENTRO_DE_EDUCACION_EXTRAESCOLAR_ASOCIACION_CAMINO_SEGURO | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | CIUDAD_CAPITAL,
1568,00-07-0141-46,01-639,CIUDAD_CAPITAL,ZONA 7,CENTRO_DE_EDUCACION_EXTRAESCOLAR_CEEX,7A. AVENIDA 6-32 COLONIA LANDIVAR ZONA 7,24721051,ANDREA VANESSA ALDANA VILLAGRAN DE CASTRO,PATRICIO NAJARRO ASENCIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA OCCIDENTE,CENTRO_DE_EDUCACION_EXTRAESCOLAR_CEEX | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | CIUDAD_CAPITAL,
5670,14-18-0038-46,14-037,QUICHE,CANILLA,CENTRO_DE_EDUCACION_EXTRAESCOLAR_CEEX,1A. AV. 5-31 ZONA 3,45680836,GREGORIO LOL HERNANDEZ,ELIEZER UZIAS RODRÍGUEZ SICAL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,QUICHÉ,CENTRO_DE_EDUCACION_EXTRAESCOLAR_CEEX | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | QUICHE,
3862,13-01-0346-46,13-060,HUEHUETENANGO,HUEHUETENANGO,CENTRO_DE_EDUCACION_EXTRAESCOLAR_CEEX,1RA. CALLE ZONA 8 HUEHUETENANGO,32134222,AROLDO HOSBERI SOSA LÓPEZ,IRENE ROCIO FABIAN AGUSTÍN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,INTERCALADO,HUEHUETENANGO,CENTRO_DE_EDUCACION_EXTRAESCOLAR_CEEX | ABIERTA | INTERCALADO | MONOLINGUE | DOBLE | HUEHUETENANGO,
4159,13-27-0079-46,13-060,HUEHUETENANGO,AGUACATAN,CENTRO_DE_EDUCACION_EXTRAESCOLAR_CEEX,CABECERA MUNICIPAL AGUACATAN,41464223,AROLDO HOSBERI SOSA LÓPEZ,GUILLERMO WALDEMAR GARCÍA CARRILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,INTERCALADO,HUEHUETENANGO,CENTRO_DE_EDUCACION_EXTRAESCOLAR_CEEX | ABIERTA | INTERCALADO | MONOLINGUE | DOBLE | HUEHUETENANGO,
"2950,01-08-0607-46,01-639,GUATEMALA,MIXCO,CENTRO_DE_EDUCACION_EXTRAESCOLAR_CEEX_ASOCIACION_FUTURO_PARA_TODOS,""7MA AVENIDA D 7-58 SECTOR A, 10, ALDEA EL CAMPANERO, ZONA 8"",55498458,ANDREA VANESSA ALDANA VILLAGRAN DE CASTRO,HEIDI BEATRIZ MORALES CHUPINA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA OCCIDENTE,CENTRO_DE_EDUCACION_EXTRAESCOLAR_CEEX_ASOCIACION_FUTURO_PARA_TODOS | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | GUATEMALA,",,,,,,,,,,,,,,,,,,,
3927,13-02-0308-46,13-060,HUEHUETENANGO,CHIANTLA,CENTRO_DE_EDUCACION_EXTRAESCOLAR_CEEX_CENTRO_DE_EDUCACION_BASICA_ALTERNATIVA_DE_CHIANTLA_PMF,CABECERA MUNICIPAL,32344761,AROLDO HOSBERI SOSA LÓPEZ,YEINNER WOTZBELY MARTÍNEZ VILLATORO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,HUEHUETENANGO,CENTRO_DE_EDUCACION_EXTRAESCOLAR_CEEX_CENTRO_DE_EDUCACION_BASICA_ALTERNATIVA_DE_CHIANTLA_PMF | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | HUEHUETENANGO,
6655,06-01-0105-46,06-039,SANTA_ROSA,CUILAPA,CENTRO_DE_EDUCACION_EXTRAESCOLAR_CEEX_COOPERATIVA_EL_RECUERDO,CENTRO CULTURAL DE LAS AMERICAS 5 CALLE 1-09 ZONA 1,78866063,LEONARDO CABRERA CORDERO,ALEYDA MARGARITA MONTENEGRO HERNÁNDEZ DE CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,SANTA ROSA,CENTRO_DE_EDUCACION_EXTRAESCOLAR_CEEX_COOPERATIVA_EL_RECUERDO | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | SANTA_ROSA,
"3926,13-02-0307-46,13-060,HUEHUETENANGO,CHIANTLA,CENTRO_DE_EDUCACION_EXTRAESCOLAR_CEEX_FE_Y_ALEGRIA_NO_12,""ALDEA CHUSCAJ, ZONA 4 CHIANTLA"",77644550,AROLDO HOSBERI SOSA LÓPEZ,GERVIN GEOVANI JUSTINIANO CASTAÑEDA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIOREGULAR,HUEHUETENANGO,CENTRO_DE_EDUCACION_EXTRAESCOLAR_CEEX_FE_Y_ALEGRIA_NO_12 | ABIERTA | DIARIOREGULAR | MONOLINGUE | DOBLE | HUEHUETENANGO,",,,,,,,,,,,,,,,,,,,
420,04-01-0252-46,04-029,CHIMALTENANGO,CHIMALTENANGO,CENTRO_DE_EDUCACION_EXTRAESCOLAR_CEEX_SABIDURIA,1A. CALLE 9-120 ZONA 3,58002704,MARCO TULIO AJQUEJAY PICHIYA,MARÍA INES GUERRA,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,CHIMALTENANGO,CENTRO_DE_EDUCACION_EXTRAESCOLAR_CEEX_SABIDURIA | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | CHIMALTENANGO,
6441,12-11-0033-46,12-109,SAN_MARCOS,SAN RAFAEL PIE DE LA CUESTA,CENTRO_DE_EDUCACION_EXTRAESCOLAR_ESCUELA_DE_CAFICULTURA,CASERÍO NUEVO PLATANILLO,57789202,VIOLETA FLORIDALMA FUENTES QUIROA,EMERSON MAUDIEL BARRERA MALDONADO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIOREGULAR,SAN MARCOS,CENTRO_DE_EDUCACION_EXTRAESCOLAR_ESCUELA_DE_CAFICULTURA | ABIERTA | DIARIOREGULAR | MONOLINGUE | DOBLE | SAN_MARCOS,
6673,06-02-0076-46,06-039,SANTA_ROSA,BARBERENA,CENTRO_DE_EDUCACION_EXTRAESCOLAR_ESCUELA_DE_CAFICULTURA,FINCA LAS FLORES,31692818,LEONARDO CABRERA CORDERO,WENDY CAROLINA FUENTES ALVARADO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,SANTA ROSA,CENTRO_DE_EDUCACION_EXTRAESCOLAR_ESCUELA_DE_CAFICULTURA | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | SANTA_ROSA,
428,04-01-0271-46,04-029,CHIMALTENANGO,CHIMALTENANGO,CENTRO_DE_EDUCACION_EXTRAESCOLAR_MI_ESPECIAL_TESORO,8A. AVENIDA 1-63 ZONA 6 COLONIA LOS ANONALES,78397564,MARCO TULIO AJQUEJAY PICHIYA,VANESSA KARINA LÓPEZ ALVAREZ DE MARROQUÍN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,CHIMALTENANGO,CENTRO_DE_EDUCACION_EXTRAESCOLAR_MI_ESPECIAL_TESORO | ABIERTA | SEMIPRESENCIAL | MONOLINGUE | DOBLE | CHIMALTENANGO,
"3500,01-15-0531-46,01-640,GUATEMALA,VILLA NUEVA,CENTRO_DE_EDUCACION_EXTRAESCOLAR_MODALIDAD_FLEXIBLE,""10A. AVENIDA 10-55, ZONA 2"",57170570,ELISEO DANIEL ALVAREZ NATARENO,ANA ALVARADO PINEDA,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA SUR,CENTRO_DE_EDUCACION_EXTRAESCOLAR_MODALIDAD_FLEXIBLE | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | GUATEMALA,",,,,,,,,,,,,,,,,,,,
"6228,03-14-0029-46,03-016,SACATEPEQUEZ,ALOTENANGO,CENTRO_DE_EDUCACION_EXTRAESCOLAR_MUNICIPAL_SAN_JUAN_ALOTENANGO,""MODULO 1, CUARTO CANTON, SECTOR DENOMINADO EL CALVARIO"",33018455,IVONE ELIZABETH NAVAS BARRIOS,KRISLA MARIA PAREDES RAMIREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,SACATEPÉQUEZ,CENTRO_DE_EDUCACION_EXTRAESCOLAR_MUNICIPAL_SAN_JUAN_ALOTENANGO | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | SACATEPEQUEZ,",,,,,,,,,,,,,,,,,,,
"526,04-04-0056-46,04-029,CHIMALTENANGO,SAN JUAN COMALAPA,CENTRO_DE_EDUCACION_EXTRAESCOLAR_TEJIENDO_EL_FUTURO,""3A. AVENIDA """"A"""" 00-022 ZONA 3"",47238038,MARCO TULIO AJQUEJAY PICHIYA,MARÍA LIDIA ROSITA TZAJ SIMÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,DOBLE,FIN_DE_SEMANA,CHIMALTENANGO,CENTRO_DE_EDUCACION_EXTRAESCOLAR_TEJIENDO_EL_FUTURO | ABIERTA | FIN_DE_SEMANA | BILINGUE | DOBLE | CHIMALTENANGO,",,,,,,,,,,,,,,,,,,,
1003,00-01-0659-46,01-618,CIUDAD_CAPITAL,ZONA 1,CENTRO_DE_EDUCACION_EXTRAESCOLARCEEX_GRUPO_CEIBAGRUCE,4TA. AVENIDA 12-39,22381970,ROSA GEORGINA RIOS CASTILLO,DEYSI MABELI ALARCON PAREDES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA NORTE,CENTRO_DE_EDUCACION_EXTRAESCOLARCEEX_GRUPO_CEIBAGRUCE | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | CIUDAD_CAPITAL,
1002,00-01-0658-46,01-618,CIUDAD_CAPITAL,ZONA 1,CENTRO_DE_EDUCACION_EXTRAESCOLARCEEXGRUPO_CEIBAGRUCE,4TA. AVENIDA 12-39,22381970,ROSA GEORGINA RIOS CASTILLO,DAYSI MABELI ALARCN PAREDES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,GUATEMALA NORTE,CENTRO_DE_EDUCACION_EXTRAESCOLARCEEXGRUPO_CEIBAGRUCE | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | CIUDAD_CAPITAL,
4930,17-05-0211-46,17-007,PETEN,LA LIBERTAD,CENTRO_DE_EDUCACION_INTEGRAL_EL_NARANJO,BARRIO EL CENTRO ALDEA EL NARANJO,57283598,JUAN CARLOS HERRERA RODRIGUEZ,MANUEL ELIAS PAZ SOSA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,PETÉN,CENTRO_DE_EDUCACION_INTEGRAL_EL_NARANJO | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | PETEN,
4948,17-05-0260-46,17-007,PETEN,LA LIBERTAD,CENTRO_DE_EDUCACION_INTEGRAL_EL_NARANJO,ALDEA EL NARANJO,57283598,JUAN CARLOS HERRERA RODRIGUEZ,PAZ SOSA MANUEL ELIAS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,DOBLE,FIN_DE_SEMANA,PETÉN,CENTRO_DE_EDUCACION_INTEGRAL_EL_NARANJO | ABIERTA | FIN_DE_SEMANA | BILINGUE | DOBLE | PETEN,
5634,14-13-0100-46,14-020,QUICHE,NEBAJ,CENTRO_DE_EDUCACION_MIXTO_DE_DIVERSIFICADO_IXIL_CEMDI,ALDEA SALQUIL GRANDE,46415714,FELIX GASPAR CEDILLO CETO,LEONEL JACINTO CETO BRITO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,QUICHÉ,CENTRO_DE_EDUCACION_MIXTO_DE_DIVERSIFICADO_IXIL_CEMDI | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | QUICHE,
